2022-05-09 14:51:13.775738 CLASS: MAIN, METHOD: main() LOG: asistente
2022-05-11 12:43:17.804846 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-11 12:43:17.807645 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-11 12:44:17.868626 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-11 12:44:18.056564 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: NO HAY EVENTOS ENCONTRADOS
2022-05-11 12:44:18.060074 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-11 12:44:18.064143 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-11 12:44:18.068226 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-11 12:44:18.072136 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: NO HAY NOTIFICACIONES PARA DECIR AHORA
2022-05-11 12:44:18.076218 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: NO ES MOMENTO DE NOTIFICAR
2022-05-11 12:44:18.080833 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-11 12:44:18.088239 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-11 12:45:21.230508 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-11 12:45:21.388322 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: NO HAY EVENTOS ENCONTRADOS
2022-05-11 12:45:29.414735 CLASS: MAIN, METHOD: main() LOG: te revisa el correo
2022-05-11 12:45:47.442890 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-11 12:45:47.606325 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: NO HAY EVENTOS ENCONTRADOS
2022-05-11 12:45:56.758041 CLASS: MAIN, METHOD: main() LOG: asistente revisa el correo
2022-05-11 12:45:56.761159 CLASS: INTERPRET_COMMAND, METHOD: get_command LOG: Comando interpretado: check email 
2022-05-11 12:45:56.764176 CLASS: READ_EMAIL, METHOD: read_email_from_gmail LOG: Accediendo a correos sin leer
2022-05-11 12:46:06.707056 CLASS: RUN_COMMAND, METHOD: run_command LOG: Ejecutando la funcion:check_email()
2022-05-11 12:46:09.309543 CLASS: MAIN, METHOD: main() LOG: sí sí tengo
2022-05-11 12:54:07.880908 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-11 12:54:08.059064 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: NO HAY EVENTOS ENCONTRADOS
2022-05-11 12:54:26.864797 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-11 12:54:27.059045 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: NO HAY EVENTOS ENCONTRADOS
2022-05-11 12:55:25.128786 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-11 12:55:25.288545 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: NO HAY EVENTOS ENCONTRADOS
2022-05-11 12:55:45.260051 CLASS: MAIN, METHOD: main() LOG: asistente revisa el correo
2022-05-11 12:55:45.263355 CLASS: INTERPRET_COMMAND, METHOD: get_command LOG: Comando interpretado: check email 
2022-05-11 12:55:45.266727 CLASS: READ_EMAIL, METHOD: read_email_from_gmail LOG: Accediendo a correos sin leer
2022-05-11 12:55:55.534247 CLASS: RUN_COMMAND, METHOD: run_command LOG: Ejecutando la funcion:check_email()
2022-05-11 12:56:16.823196 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-11 12:56:16.966620 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: NO HAY EVENTOS ENCONTRADOS
2022-05-11 12:56:24.136071 CLASS: MAIN, METHOD: main() LOG: asistente revisa el correo
2022-05-11 12:56:24.139161 CLASS: INTERPRET_COMMAND, METHOD: get_command LOG: Comando interpretado: check email 
2022-05-11 12:56:24.142088 CLASS: READ_EMAIL, METHOD: read_email_from_gmail LOG: Accediendo a correos sin leer
2022-05-11 12:56:34.017789 CLASS: RUN_COMMAND, METHOD: run_command LOG: Ejecutando la funcion:check_email()
2022-05-11 12:56:41.059215 CLASS: MAIN, METHOD: main() LOG: por qué me das ese p*** error hijo de p***
2022-05-11 12:56:46.082477 CLASS: MAIN, METHOD: main() LOG: check email
2022-05-11 12:58:33.217315 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-11 12:58:33.362121 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: NO HAY EVENTOS ENCONTRADOS
2022-05-11 12:58:39.073268 CLASS: MAIN, METHOD: main() LOG: asistente revisa el correo
2022-05-11 12:58:39.076248 CLASS: INTERPRET_COMMAND, METHOD: get_command LOG: Comando interpretado: check email 
2022-05-11 12:58:39.079212 CLASS: READ_EMAIL, METHOD: read_email_from_gmail LOG: Accediendo a correos sin leer
2022-05-11 12:58:49.067565 CLASS: RUN_COMMAND, METHOD: run_command LOG: Ejecutando la funcion:check_email()
2022-05-11 13:00:13.327269 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-11 13:00:13.481418 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: NO HAY EVENTOS ENCONTRADOS
2022-05-11 13:00:45.903264 CLASS: MAIN, METHOD: main() LOG: asistente revisa el correo
2022-05-11 13:00:45.906560 CLASS: INTERPRET_COMMAND, METHOD: get_command LOG: Comando interpretado: check email 
2022-05-11 13:00:45.909860 CLASS: READ_EMAIL, METHOD: read_email_from_gmail LOG: Accediendo a correos sin leer
2022-05-11 13:00:55.867399 CLASS: RUN_COMMAND, METHOD: run_command LOG: Ejecutando la funcion:check_email()
2022-05-11 13:02:07.996532 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-11 13:02:08.153775 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: NO HAY EVENTOS ENCONTRADOS
2022-05-11 13:02:53.031814 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-11 13:02:53.195013 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: NO HAY EVENTOS ENCONTRADOS
2022-05-11 13:02:53.200340 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-11 13:02:53.203720 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-11 13:02:53.207341 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-11 13:02:53.210324 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: NO HAY NOTIFICACIONES PARA DECIR AHORA
2022-05-11 13:02:53.213266 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: NO ES MOMENTO DE NOTIFICAR
2022-05-11 13:02:53.216129 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-11 13:02:53.218981 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-11 13:03:36.117948 CLASS: MAIN, METHOD: main() LOG: asistente revisa el correo
2022-05-11 13:03:36.121037 CLASS: INTERPRET_COMMAND, METHOD: get_command LOG: Comando interpretado: check email 
2022-05-11 13:03:36.124073 CLASS: READ_EMAIL, METHOD: read_email_from_gmail LOG: Accediendo a correos sin leer
2022-05-11 13:03:46.148018 CLASS: RUN_COMMAND, METHOD: run_command LOG: Ejecutando la funcion:check_email()
2022-05-11 13:03:53.282279 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-11 13:03:53.478753 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: NO HAY EVENTOS ENCONTRADOS
2022-05-11 13:03:53.482600 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-11 13:03:53.485494 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-11 13:03:53.488676 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-11 13:03:53.491633 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: NO HAY NOTIFICACIONES PARA DECIR AHORA
2022-05-11 13:03:53.494720 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: NO ES MOMENTO DE NOTIFICAR
2022-05-11 13:03:53.497702 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-11 13:03:53.500541 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-11 13:04:13.274072 CLASS: MAIN, METHOD: main() LOG: si tengo nuevos correos si tengo
2022-05-11 13:04:53.564900 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-11 13:04:58.895044 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: NO HAY EVENTOS ENCONTRADOS
2022-05-11 13:04:58.898696 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-11 13:04:58.901671 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-11 13:04:58.904717 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-11 13:04:58.907861 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: NO HAY NOTIFICACIONES PARA DECIR AHORA
2022-05-11 13:04:58.910660 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: NO ES MOMENTO DE NOTIFICAR
2022-05-11 13:04:58.913463 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-11 13:04:58.916529 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-11 13:05:58.978811 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-11 13:05:59.129372 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: NO HAY EVENTOS ENCONTRADOS
2022-05-11 13:05:59.132919 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-11 13:05:59.135994 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-11 13:05:59.138918 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-11 13:05:59.141988 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: NO HAY NOTIFICACIONES PARA DECIR AHORA
2022-05-11 13:05:59.145764 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: NO ES MOMENTO DE NOTIFICAR
2022-05-11 13:05:59.148703 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-11 13:05:59.151493 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-11 13:06:59.214747 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-11 13:06:59.355010 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: NO HAY EVENTOS ENCONTRADOS
2022-05-11 13:06:59.358585 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-11 13:06:59.361611 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-11 13:06:59.364577 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-11 13:06:59.367483 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: NO HAY NOTIFICACIONES PARA DECIR AHORA
2022-05-11 13:06:59.370301 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: NO ES MOMENTO DE NOTIFICAR
2022-05-11 13:06:59.373131 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-11 13:06:59.375959 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-11 13:07:23.120473 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-11 13:07:23.288326 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: NO HAY EVENTOS ENCONTRADOS
2022-05-11 13:07:23.293440 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-11 13:07:23.296698 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-11 13:07:23.299924 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-11 13:07:23.302829 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: NO HAY NOTIFICACIONES PARA DECIR AHORA
2022-05-11 13:07:23.306023 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: NO ES MOMENTO DE NOTIFICAR
2022-05-11 13:07:23.308899 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-11 13:07:23.311688 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-11 13:07:36.418147 CLASS: MAIN, METHOD: main() LOG: asistente
2022-05-11 13:08:09.778247 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-11 13:08:09.993546 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: NO HAY EVENTOS ENCONTRADOS
2022-05-11 13:08:09.998301 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-11 13:08:10.001295 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-11 13:08:10.004336 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-11 13:08:10.007202 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: NO HAY NOTIFICACIONES PARA DECIR AHORA
2022-05-11 13:08:10.010023 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: NO ES MOMENTO DE NOTIFICAR
2022-05-11 13:08:10.012922 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-11 13:08:10.015804 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-11 13:08:16.417237 CLASS: MAIN, METHOD: main() LOG: asistente
2022-05-11 13:08:40.419653 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-11 13:08:40.558550 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: NO HAY EVENTOS ENCONTRADOS
2022-05-11 13:08:40.564315 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-11 13:08:40.567765 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-11 13:08:40.571197 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-11 13:08:40.574536 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: NO HAY NOTIFICACIONES PARA DECIR AHORA
2022-05-11 13:08:40.578199 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: NO ES MOMENTO DE NOTIFICAR
2022-05-11 13:08:40.581203 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-11 13:08:40.584061 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-11 13:09:10.007782 CLASS: MAIN, METHOD: main() LOG: asistente
2022-05-11 13:09:40.649303 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-11 13:09:40.792980 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: NO HAY EVENTOS ENCONTRADOS
2022-05-11 13:09:40.796464 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-11 13:09:40.799355 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-11 13:09:40.802400 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-11 13:09:40.805276 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: NO HAY NOTIFICACIONES PARA DECIR AHORA
2022-05-11 13:09:40.808179 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: NO ES MOMENTO DE NOTIFICAR
2022-05-11 13:09:40.811055 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-11 13:09:40.814015 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-11 13:10:05.405953 CLASS: MAIN, METHOD: main() LOG: revisa el correo recordad que hoy sea el p*** correo
2022-05-11 13:10:05.408880 CLASS: INTERPRET_COMMAND, METHOD: get_command LOG: Comando interpretado: check email 
2022-05-11 13:10:05.412329 CLASS: READ_EMAIL, METHOD: read_email_from_gmail LOG: Accediendo a correos sin leer
2022-05-11 13:10:09.428610 CLASS: RUN_COMMAND, METHOD: run_command LOG: Ejecutando la funcion:check_email()
2022-05-11 13:10:40.874276 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-11 13:10:41.028982 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: NO HAY EVENTOS ENCONTRADOS
2022-05-11 13:10:41.032618 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-11 13:10:41.035718 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-11 13:10:41.038770 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-11 13:10:41.041842 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: NO HAY NOTIFICACIONES PARA DECIR AHORA
2022-05-11 13:10:41.044644 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: NO ES MOMENTO DE NOTIFICAR
2022-05-11 13:10:41.047586 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-11 13:10:41.050401 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-11 13:13:33.015698 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-11 13:13:33.165814 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: NO HAY EVENTOS ENCONTRADOS
2022-05-11 13:13:33.171623 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-11 13:13:33.174689 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-11 13:13:33.178464 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-11 13:13:33.181745 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: NO HAY NOTIFICACIONES PARA DECIR AHORA
2022-05-11 13:13:33.186071 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: NO ES MOMENTO DE NOTIFICAR
2022-05-11 13:13:33.189620 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-11 13:13:33.194559 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-11 13:13:49.930476 CLASS: MAIN, METHOD: main() LOG: asistente
2022-05-11 13:14:05.857875 CLASS: MAIN, METHOD: main() LOG: revista el correo
2022-05-11 13:14:05.860886 CLASS: INTERPRET_COMMAND, METHOD: get_command LOG: Comando interpretado: check email 
2022-05-11 13:14:05.863848 CLASS: READ_EMAIL, METHOD: read_email_from_gmail LOG: Accediendo a correos sin leer
2022-05-11 13:14:09.491750 CLASS: RUN_COMMAND, METHOD: run_command LOG: Ejecutando la funcion:check_email()
2022-05-11 13:14:21.072385 CLASS: MAIN, METHOD: main() LOG: no me lo puedo creer
2022-05-11 13:14:33.254202 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-11 13:14:35.823472 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: NO HAY EVENTOS ENCONTRADOS
2022-05-11 13:14:35.826964 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-11 13:14:35.829955 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
2022-05-11 13:14:35.833029 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: COMPROBANDO QUE ES MOMENTO DE NOTIFICAR
2022-05-11 13:14:35.835957 CLASS: NOTIFICATION_STORAGE, METHOD: CHECKS_TO_NOTIFY LOG: NO HAY NOTIFICACIONES PARA DECIR AHORA
2022-05-11 13:14:35.838752 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFY LOG: NO ES MOMENTO DE NOTIFICAR
2022-05-11 13:14:35.841583 CLASS: NOTIFICATION_STORAGE, METHOD: SAVE_NOTIFICATIONS LOG: SE GUARDAN LAS NOTIFICACIONES PARA LUEGO
2022-05-11 13:14:35.844420 CLASS: NOTIFICATION_STORAGE, METHOD: UPDATE_NOTIFICATION_STORAGE LOG: ACTUALIZANDO FICHERO DE NOTIFICACIONES
2022-05-11 13:15:35.910188 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: OBTENIENDO LOS SIGUIENTES 10 EVENTOS DEL CALENDARIO
2022-05-11 13:15:36.126934 CLASS: CALENDAR_CHECK, METHOD: MAIN LOG: NO HAY EVENTOS ENCONTRADOS
2022-05-11 13:15:36.130342 CLASS: NOTIFICATION_STORAGE, METHOD: CHECK_NOTIFICATION LOG: OBTENIENDO NOTIFICACIONES DEL FICHERO
2022-05-11 13:15:36.134120 CLASS: NOTIFICATION_STORAGE, METHOD: NOTIFICATION_TIME_OUT LOG: COMPROBANDO SI HAY NOTIFICACIONES QUE DECIR
